,Timestamp,IndoorTemperature,OutdoorTemperature,EnergyConsumption,EnergyConsumptionBySA
103,2014-08-04T10:00:00+00:00,18.0,12.0,208574.3775885013,34.20217391304347
104,2014-08-05T04:00:00+00:00,18.0,10.0,72559.17211624849,11.898304347826087
105,2014-08-05T18:00:00+00:00,18.0,13.0,117543.25512859852,19.274826086956523
106,2014-08-05T19:00:00+00:00,18.0,13.0,118349.28844439214,19.407000000000004
107,2014-08-06T07:00:00+00:00,18.0,13.0,174574.61964414406,28.626869565217397
108,2014-08-06T22:00:00+00:00,18.0,11.0,83913.6361674148,13.760217391304348
109,2014-08-07T02:00:00+00:00,18.0,11.0,98360.45764032484,16.129217391304348
110,2014-08-07T05:00:00+00:00,18.0,12.0,73758.94210110576,12.09504347826087
111,2014-08-08T07:00:00+00:00,18.0,12.0,200223.44820881865,32.83278260869566
112,2014-08-09T02:00:00+00:00,18.0,8.0,67511.65361862909,11.070608695652174
113,2014-08-10T10:00:00+00:00,18.0,10.0,56439.56637052862,9.254999999999999
114,2014-08-13T23:00:00+00:00,18.0,10.0,38353.6635623333,6.289260869565218
115,2014-08-15T02:00:00+00:00,18.0,10.0,72988.17274287813,11.968652173913046
116,2014-08-15T13:00:00+00:00,18.0,13.0,148945.14648475,24.424130434782608
117,2014-08-15T16:00:00+00:00,18.0,13.0,119090.89212342985,19.52860869565217
118,2014-08-15T19:00:00+00:00,18.0,12.0,74251.84207941507,12.175869565217392
119,2014-08-15T22:00:00+00:00,18.0,12.0,35501.26013756103,5.821521739130434
120,2014-08-16T08:00:00+00:00,18.0,11.0,62817.03983920749,10.300782608695654
121,2014-08-17T10:00:00+00:00,18.0,12.0,44658.22283303741,7.32308695652174
122,2014-08-18T05:00:00+00:00,18.0,11.0,59697.90302111668,9.789304347826087
123,2014-08-20T10:00:00+00:00,18.0,14.0,196071.3160623292,32.15191304347827
124,2014-08-25T22:00:00+00:00,18.0,11.0,43872.34035013864,7.194217391304349
125,2014-08-26T14:00:00+00:00,18.0,14.0,171090.91183617947,28.055608695652175
126,2014-08-27T14:00:00+00:00,18.0,13.0,161117.57526592398,26.420173913043477
127,2014-08-27T22:00:00+00:00,18.0,10.0,33647.383511235734,5.5175217391304345
128,2014-08-28T04:00:00+00:00,18.0,9.0,52927.75345352654,8.67913043478261
129,2014-08-28T16:00:00+00:00,18.0,14.0,146837.26330693447,24.078478260869566
130,2014-08-29T08:00:00+00:00,18.0,11.0,194376.79010139595,31.87404347826087
131,2014-08-29T11:00:00+00:00,18.0,14.0,161410.55777051346,26.468217391304353
132,2014-08-29T23:00:00+00:00,18.0,12.0,28836.9024426688,4.728695652173914
133,2014-08-30T07:00:00+00:00,18.0,12.0,63707.38848211372,10.446782608695653
134,2014-08-30T23:00:00+00:00,18.0,11.0,43474.09625792745,7.128913043478261
135,2014-09-01T02:00:00+00:00,18.0,11.0,41815.62968217448,6.856956521739131
136,2014-09-01T04:00:00+00:00,18.0,10.0,48502.78963534246,7.9535217391304345
137,2014-09-01T07:00:00+00:00,18.0,9.0,186541.56295829825,30.58921739130435
138,2014-09-02T04:00:00+00:00,18.0,12.0,58829.03092379574,9.646826086956521
139,2014-09-04T13:00:00+00:00,18.0,17.0,160794.3665119923,26.367173913043484
140,2014-09-05T19:00:00+00:00,18.0,13.0,73985.10868609653,12.132130434782608
141,2014-09-06T16:00:00+00:00,18.0,17.0,34490.536782361945,5.655782608695652
142,2014-09-07T19:00:00+00:00,18.0,13.0,40280.984671709535,6.605304347826087
143,2014-09-08T08:00:00+00:00,18.0,13.0,172611.23914958755,28.304913043478262
144,2014-09-10T14:00:00+00:00,18.0,16.0,164597.0407932791,26.990739130434783
145,2014-09-20T01:00:00+00:00,18.0,10.0,49930.05191788095,8.187565217391304
146,2014-09-20T02:00:00+00:00,18.0,11.0,46810.384814713965,7.676
147,2014-09-21T20:00:00+00:00,18.0,12.0,45993.215512320574,7.542
148,2014-09-24T02:00:00+00:00,18.0,13.0,41788.850285827386,6.852565217391304
149,2014-09-25T22:00:00+00:00,18.0,12.0,30418.47768237567,4.988043478260869
150,2014-09-27T01:00:00+00:00,18.0,10.0,30993.571847492887,5.082347826086957
151,2014-09-27T20:00:00+00:00,18.0,15.0,27479.10750510989,4.506043478260869
152,2014-09-28T06:00:00+00:00,18.0,15.0,30546.80667081123,5.009086956521739
153,2014-09-29T00:00:00+00:00,18.0,15.0,32215.61380554972,5.282739130434784
154,2014-09-29T11:00:00+00:00,18.0,14.0,166182.32802851926,27.250695652173917
155,2014-10-01T08:00:00+00:00,18.0,13.0,178832.27852079328,29.325043478260866
156,2014-10-02T05:00:00+00:00,18.0,12.0,36232.25811507518,5.941391304347826
157,2014-10-02T12:00:00+00:00,18.0,17.0,154591.09169083854,25.34995652173913
158,2014-10-04T09:00:00+00:00,18.0,11.0,32836.84277229459,5.384608695652174
159,2014-10-05T17:00:00+00:00,18.0,15.0,26555.8811874805,4.354652173913044
160,2014-10-05T23:00:00+00:00,18.0,12.0,29806.528704463937,4.887695652173912
161,2014-10-06T06:00:00+00:00,18.0,13.0,67667.8225735641,11.096217391304348
162,2014-10-07T06:00:00+00:00,18.0,12.0,98756.8457347694,16.19421739130435
163,2014-10-07T15:00:00+00:00,18.0,15.0,141832.69790048563,23.257826086956516
164,2014-10-09T20:00:00+00:00,18.0,13.0,76643.16263044883,12.568000000000003
165,2014-10-10T14:00:00+00:00,18.0,18.0,97169.70250176264,15.933956521739132
166,2014-10-11T06:00:00+00:00,18.0,11.0,40737.029837224334,6.680086956521738
167,2014-10-11T08:00:00+00:00,18.0,10.0,36232.52325761327,5.941434782608695
168,2014-10-12T12:00:00+00:00,18.0,16.0,27080.863412898707,4.440739130434784
169,2014-10-12T15:00:00+00:00,18.0,16.0,28826.827026221377,4.727043478260869
170,2014-10-12T18:00:00+00:00,18.0,15.0,31487.267253416478,5.163304347826087
171,2014-10-13T21:00:00+00:00,18.0,13.0,33687.950319563504,5.524173913043478
172,2014-10-14T03:00:00+00:00,18.0,11.0,28240.0665894282,4.630826086956522
173,2014-10-14T06:00:00+00:00,18.0,11.0,54245.51186783385,8.895217391304348
174,2014-10-14T09:00:00+00:00,18.0,15.0,149444.67502651154,24.506043478260864
175,2014-10-15T05:00:00+00:00,18.0,13.0,36641.63819388615,6.008521739130436
176,2014-10-16T05:00:00+00:00,18.0,10.0,37661.90668045648,6.175826086956522
177,2014-10-16T17:00:00+00:00,18.0,18.0,106379.95884739509,17.444260869565216
178,2014-10-17T12:00:00+00:00,18.0,20.0,147433.03859002268,24.176173913043474
179,2014-10-17T21:00:00+00:00,18.0,17.0,32811.38908863795,5.380434782608695
180,2014-10-19T03:00:00+00:00,18.0,13.0,36142.10965212458,5.926608695652174
181,2014-10-20T03:00:00+00:00,18.0,14.0,33241.45028541994,5.450956521739131
182,2014-10-20T20:00:00+00:00,18.0,14.0,57120.982693419945,9.366739130434784
183,2014-10-20T21:00:00+00:00,18.0,13.0,34208.69026437227,5.609565217391304
184,2014-10-22T08:00:00+00:00,18.0,15.0,184012.63342999577,30.17452173913043
185,2014-10-22T17:00:00+00:00,18.0,17.0,133349.1972517579,21.866695652173913
186,2014-10-22T18:00:00+00:00,18.0,17.0,125231.59330559436,20.535565217391305
187,2014-10-23T12:00:00+00:00,18.0,17.0,162233.02992366866,26.603086956521743
188,2014-10-25T02:00:00+00:00,18.0,9.0,37855.72587580027,6.207608695652174
189,2014-10-25T05:00:00+00:00,18.0,8.0,39824.93950619473,6.530521739130434
190,2014-10-25T06:00:00+00:00,18.0,7.0,40467.11473344872,6.635826086956522
191,2014-10-25T12:00:00+00:00,18.0,14.0,29239.919100565607,4.794782608695653
192,2014-10-26T15:00:00+00:00,18.0,16.0,28893.11266074388,4.737913043478261
193,2014-10-27T05:00:00+00:00,18.0,14.0,37712.54890523167,6.184130434782609
194,2014-10-29T00:00:00+00:00,18.0,17.0,31161.407074103863,5.109869565217392
195,2014-11-06T12:00:00+00:00,18.0,14.0,166429.17573148102,27.29117391304348
196,2014-11-07T14:00:00+00:00,18.0,16.0,127619.99728870908,20.927217391304346
197,2014-11-07T15:00:00+00:00,18.0,17.0,115380.75258793644,18.920217391304348
198,2014-11-08T14:00:00+00:00,18.0,17.0,44523.2652811496,7.300956521739131
199,2014-11-10T23:00:00+00:00,18.0,14.0,35560.91720863129,5.831304347826087
200,2014-11-11T11:00:00+00:00,18.0,18.0,156558.18418092828,25.672521739130435
201,2014-11-11T15:00:00+00:00,18.0,18.0,142992.69650462942,23.44804347826087
202,2014-11-11T18:00:00+00:00,18.0,16.0,116859.98280794054,19.162782608695647
203,2014-11-12T12:00:00+00:00,18.0,16.0,153918.6902142423,25.239695652173914
204,2014-11-12T17:00:00+00:00,18.0,14.0,,
205,2014-11-12T21:00:00+00:00,18.0,12.0,25968.855608149224,4.258391304347826
206,2014-11-13T06:00:00+00:00,18.0,11.0,70873.66100161034,11.62191304347826
207,2014-11-13T23:00:00+00:00,18.0,11.0,31540.560903572565,5.1720434782608695
208,2014-11-15T18:00:00+00:00,18.0,16.0,26958.8978453773,4.420739130434782
209,2014-11-16T17:00:00+00:00,18.0,18.0,28488.50514761853,4.671565217391303
210,2014-11-17T11:00:00+00:00,18.0,13.0,152747.29048096066,25.047608695652173
211,2014-11-18T06:00:00+00:00,18.0,14.0,75616.79586550241,12.399695652173913
212,2014-11-21T17:00:00+00:00,18.0,17.0,102050.18120038533,16.73426086956522
213,2014-11-21T21:00:00+00:00,18.0,15.0,36427.40302310942,5.973391304347826
214,2014-11-22T05:00:00+00:00,18.0,16.0,32898.62098366956,5.3947391304347825
215,2014-11-22T20:00:00+00:00,18.0,18.0,33129.294991807874,5.432565217391305
216,2014-11-23T18:00:00+00:00,18.0,18.0,32518.406584048505,5.332391304347827
217,2014-11-24T09:00:00+00:00,18.0,15.0,147559.24643815355,24.19686956521739
218,2014-11-25T08:00:00+00:00,18.0,17.0,147202.3645818844,24.138347826086957
219,2014-11-25T23:00:00+00:00,18.0,18.0,39797.89496730955,6.526086956521739
220,2014-11-26T11:00:00+00:00,18.0,20.0,177990.98124743372,29.18708695652174
221,2014-11-26T18:00:00+00:00,18.0,18.0,135587.53055831368,22.233739130434778
222,2014-11-27T03:00:00+00:00,18.0,14.0,32922.218669559574,5.3986086956521735
223,2014-11-27T09:00:00+00:00,18.0,17.0,162069.171835129,26.576217391304347
224,2014-11-28T00:00:00+00:00,18.0,15.0,36828.03339816342,6.039086956521739
225,2014-11-29T08:00:00+00:00,18.0,14.0,33951.23685988688,5.567347826086957
226,2014-11-30T05:00:00+00:00,18.0,14.0,35631.71026630132,5.842913043478261
227,2014-12-02T20:00:00+00:00,18.0,15.0,76368.74010352566,12.523
228,2014-12-03T05:00:00+00:00,18.0,10.0,53222.06167080643,8.727391304347826
229,2014-12-04T05:00:00+00:00,18.0,15.0,47984.96625845269,7.868608695652175
230,2014-12-04T12:00:00+00:00,18.0,17.0,114369.49894766117,18.754391304347827
231,2014-12-04T17:00:00+00:00,18.0,18.0,82550.80352163219,13.536739130434782
232,2014-12-05T15:00:00+00:00,18.0,20.0,81187.44059077339,13.313173913043478
233,2014-12-08T06:00:00+00:00,18.0,18.0,51360.495910876525,8.42213043478261
234,2014-12-12T08:00:00+00:00,18.0,17.0,103628.04444455894,16.993
235,2014-12-12T17:00:00+00:00,18.0,18.0,49038.907847360446,8.041434782608695
236,2014-12-12T21:00:00+00:00,18.0,16.0,31483.55525788321,5.1626956521739125
237,2014-12-13T15:00:00+00:00,18.0,18.0,22440.603853785557,3.679826086956523
238,2014-12-15T23:00:00+00:00,18.0,16.0,23577.0047720393,3.8661739130434776
239,2014-12-16T08:00:00+00:00,18.0,16.0,85818.68530359147,14.072608695652171
240,2014-12-25T11:00:00+00:00,18.0,20.0,38495.24967767337,6.312478260869566
241,2014-12-25T12:00:00+00:00,18.0,20.0,34833.63122665041,5.7120434782608696
242,2014-12-25T17:00:00+00:00,18.0,21.0,34269.40790559488,5.619521739130435
243,2014-12-26T14:00:00+00:00,18.0,23.0,38878.115502675326,6.375260869565217
244,2014-12-26T23:00:00+00:00,18.0,16.0,27246.57749920496,4.467913043478261
245,2014-12-27T08:00:00+00:00,18.0,16.0,28810.918473935977,4.724434782608696
246,2014-12-28T03:00:00+00:00,18.0,16.0,30866.56857174777,5.061521739130434
247,2014-12-28T08:00:00+00:00,18.0,18.0,29001.82110136078,4.755739130434782
248,2014-12-28T11:00:00+00:00,18.0,21.0,29647.178039071845,4.861565217391304
249,2014-12-28T12:00:00+00:00,18.0,21.0,32613.592755222813,5.348000000000001
250,2014-12-28T15:00:00+00:00,18.0,22.0,33015.018557891075,5.413826086956521
251,2014-12-29T00:00:00+00:00,18.0,17.0,30139.812874843075,4.942347826086957
252,2014-12-29T17:00:00+00:00,18.0,23.0,41878.46846370181,6.867260869565217
253,2014-12-30T23:00:00+00:00,18.0,18.0,28195.52264302908,4.623521739130434
254,2014-12-31T17:00:00+00:00,18.0,21.0,36680.34900444729,6.014869565217393
255,2014-12-31T23:00:00+00:00,18.0,20.0,27173.133016154025,4.455869565217391
256,2015-01-02T05:00:00+00:00,18.0,13.0,31712.373268254887,5.2002173913043475
257,2015-01-02T06:00:00+00:00,18.0,12.0,29909.669151780952,4.904608695652174
258,2015-01-04T03:00:00+00:00,18.0,16.0,33392.84667466933,5.475782608695652
259,2015-01-04T21:00:00+00:00,18.0,19.0,32836.31248721841,5.3845217391304345
260,2015-01-06T05:00:00+00:00,18.0,15.0,32539.88312963379,5.335913043478261
261,2015-01-06T11:00:00+00:00,18.0,21.0,113412.59952769436,18.59747826086957
262,2015-01-07T02:00:00+00:00,18.0,18.0,26660.877632564137,4.371869565217391
263,2015-01-07T17:00:00+00:00,18.0,23.0,74067.56801544254,12.145652173913046
264,2015-01-07T23:00:00+00:00,18.0,18.0,21483.174148742542,3.5228260869565213
265,2015-01-08T17:00:00+00:00,18.0,23.0,67966.37307145345,11.145173913043479
266,2015-01-09T11:00:00+00:00,18.0,21.0,84806.10595062576,13.906565217391304
267,2015-01-09T20:00:00+00:00,18.0,20.0,33473.450006248684,5.488999999999999
268,2015-01-09T23:00:00+00:00,18.0,18.0,24948.321979040804,4.09104347826087
269,2015-01-10T11:00:00+00:00,18.0,23.0,32568.25338120942,5.340565217391305
270,2015-01-10T20:00:00+00:00,18.0,22.0,31495.75181463536,5.164695652173914
271,2015-01-12T05:00:00+00:00,18.0,19.0,28741.71627149449,4.71308695652174
272,2015-01-14T02:00:00+00:00,18.0,17.0,28682.854628038505,4.703434782608696
273,2015-01-14T08:00:00+00:00,18.0,18.0,92822.69058977703,15.22113043478261
274,2015-01-18T09:00:00+00:00,18.0,20.0,29084.01528816868,4.769217391304347
275,2015-01-18T18:00:00+00:00,18.0,24.0,40340.111457703606,6.615
276,2015-01-18T23:00:00+00:00,18.0,19.0,33717.646283829585,5.52904347826087
277,2015-01-19T18:00:00+00:00,18.0,25.0,66209.53861406907,10.857086956521737
278,2015-01-19T23:00:00+00:00,18.0,20.0,27732.848914062022,4.547652173913043
279,2015-01-20T02:00:00+00:00,18.0,18.0,32346.594219366176,5.3042173913043476
280,2015-01-20T06:00:00+00:00,18.0,17.0,50036.37407565504,8.205
281,2015-01-20T20:00:00+00:00,18.0,21.0,43372.54666583898,7.112260869565217
282,2015-01-21T21:00:00+00:00,18.0,19.0,28985.91254907538,4.753130434782609
283,2015-01-24T03:00:00+00:00,18.0,18.0,28741.98141403258,4.7131304347826095
284,2015-01-24T05:00:00+00:00,18.0,19.0,27763.075163404283,4.552608695652174
285,2015-01-25T23:00:00+00:00,18.0,19.0,25702.38735736877,4.214695652173912
286,2015-01-26T12:00:00+00:00,18.0,23.0,81634.20576745505,13.386434782608696
287,2015-01-27T03:00:00+00:00,18.0,19.0,27751.674034266405,4.550739130434781
288,2015-01-27T09:00:00+00:00,18.0,20.0,89572.83850040783,14.688217391304345
289,2015-01-28T21:00:00+00:00,18.0,22.0,39189.39284239299,6.426304347826087
290,2015-01-29T02:00:00+00:00,18.0,19.0,31826.64970217168,5.2189565217391305
291,2015-01-29T06:00:00+00:00,18.0,19.0,38921.86402146018,6.382434782608696
292,2015-01-29T08:00:00+00:00,18.0,19.0,98406.8575844906,16.136826086956525
293,2015-01-30T14:00:00+00:00,18.0,26.0,75797.62307647981,12.429347826086959
294,2015-02-01T15:00:00+00:00,18.0,24.0,33004.943141443655,5.412173913043478
295,2015-02-02T00:00:00+00:00,18.0,20.0,28933.94461160973,4.744608695652173
296,2015-02-02T02:00:00+00:00,18.0,20.0,27443.578405005832,4.500217391304348
297,2015-02-02T06:00:00+00:00,18.0,19.0,46241.919213049005,7.582782608695654
298,2015-02-02T08:00:00+00:00,18.0,20.0,107759.76061561548,17.670521739130436
299,2015-02-02T09:00:00+00:00,18.0,22.0,117687.75781185756,19.298521739130436
300,2015-02-02T11:00:00+00:00,18.0,25.0,126397.42504557608,20.72673913043478
301,2015-02-10T17:00:00+00:00,18.0,25.0,69737.52522589467,11.435608695652174
302,2015-02-10T20:00:00+00:00,18.0,22.0,37191.27867534672,6.0986521739130435
303,2015-02-11T03:00:00+00:00,18.0,16.0,30090.49636275833,4.934260869565216
304,2015-02-11T12:00:00+00:00,18.0,21.0,105728.23848876986,17.337391304347825
305,2015-02-14T18:00:00+00:00,18.0,22.0,29105.49183375397,4.772739130434783
306,2015-02-15T12:00:00+00:00,18.0,22.0,30202.121371294223,4.952565217391304
307,2015-02-17T12:00:00+00:00,18.0,23.0,98879.34158736696,16.214304347826083
308,2015-02-17T17:00:00+00:00,18.0,24.0,68696.31047881523,11.264869565217392
309,2015-02-18T23:00:00+00:00,18.0,19.0,31514.576934839744,5.167782608695652
310,2015-02-21T12:00:00+00:00,18.0,24.0,34587.844093840984,5.6717391304347835
311,2015-02-22T21:00:00+00:00,18.0,20.0,28016.28628728024,4.594130434782609
312,2015-02-23T05:00:00+00:00,18.0,17.0,28045.717109008227,4.59895652173913
313,2015-02-23T20:00:00+00:00,18.0,20.0,39546.009556124045,6.484782608695652
314,2015-02-24T15:00:00+00:00,18.0,23.0,127188.08009416048,20.856391304347827
315,2015-02-25T00:00:00+00:00,18.0,17.0,29457.07083926132,4.830391304347827
316,2015-02-25T05:00:00+00:00,18.0,16.0,31657.753905408343,5.191260869565217
317,2015-02-26T02:00:00+00:00,18.0,19.0,32971.270039106224,5.406652173913043
318,2015-02-27T15:00:00+00:00,18.0,24.0,80158.157257908,13.144391304347826
319,2015-02-27T17:00:00+00:00,18.0,23.0,64491.68010978395,10.575391304347827
320,2015-02-28T00:00:00+00:00,18.0,18.0,28067.723939669697,4.602565217391304
321,2015-02-28T05:00:00+00:00,18.0,15.0,29760.65904537437,4.880173913043478
322,2015-02-28T06:00:00+00:00,18.0,16.0,29648.23860922421,4.861739130434783
323,2015-02-28T07:00:00+00:00,18.0,16.0,28820.198462769127,4.72595652173913
